row_id,row,quality_of_class,difficulty_of_class,class_code,college,prof_firstname,prof_lastname,comment,out_misrep,out_emo_lang,out_ideo_extrem,out_slip_slope,out_insult,out_mock_sarc,out_threat,pa_dress,pa_appear,pa_attit,pa_interact,pa_humor,pa_other,pb_sex,pb_lgbtq,pb_race,pb_origin,pb_nuero_div,pb_phys_able,pb_pol_affil,complex,constructive,reflective,above_threshold,thumbs_up,thumbs_down
963,6,2,3,ECON384,UNIVERSITY OF NORTH CAROLINA,ALEXANDRA,OPREA,"Boring and unhelpful lectures, but pretty easy class. When she explains things, she tries to use as unnecessary and complicated a vernacular as possible. The readings are actually easier to comprehend without her explaining them, and I just kept my AirPods in every class and managed to get an A by doing all the learning myself. Shes nice tho!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
656,12,2.5,3,POLI239,UNIVERSITY OF NORTH CAROLINA,LIESBET,HOOGHE,"Boring class...most people either fall asleep or play cards on their computer. Make sure you get a good TA for this class, they will be the only ones you actually learn anything from",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,6,1,4,PSYC438,UNIVERSITY OF NORTH CAROLINA,JENNIFER,ARNOLD,"Class does not teach about language, it teaches about research. If I wanted to learn about research, I would have taken that class again. Lectures are super dry and she's completely unorganized, does class work out of order, and does not know how to communicate. -10/10 Do not recommend.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1129,3,2,1,POLI100,UNIVERSITY OF NORTH CAROLINA,JASON,ROBERTS,"Class is incredibly easy if you review the lecture slides and skim the textbook. The biggest issue would be the professor. Dr. Roberts, at times, had this aura of ""I'm better than you"" during his lectures. He would also use most of the class to just answer questions, without getting to the content. Overall, take it if you need an easy A.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1106,9,4.5,3,POLI055,UNIVERSITY OF NORTH CAROLINA,GRAEME,ROBERTSON,"Class is moderately difficult, but he helps fudge your grades for the better. He's new and that shows with the occassional mistake in assinging work. However, he is EXTRAORDINARILY HELPFUL,EXTREMELY KNOWLEDGEABLE about soviet politics. If you're interested in world politics I recomend him.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,1,1,2,POLI217,UNIVERSITY OF NORTH CAROLINA,PAMELA,CONOVER,"Complete waste of time. Easy diversity credit for poli sci, but get ready to learn nothing. Even though the class is listed as a feminist class, no one is passionate about the material. Any alternative viewpoints are shut down, and if you just regurgitate her viewpoints to her you will get a good grade. The class is all online as well.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
880,8,1,5,POLI79,UNIVERSITY OF NORTH CAROLINA,KEVIN,MCGUIRE,"Confusing. Last minute assignment changes, poor feedback, lack of clarity in class, assignment,mark and comments. RUDE.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
325,8,3,3,PSYC220,UNIVERSITY OF NORTH CAROLINA,DANIEL,CHRISTOFFEL,"Content is pretty cool; class could have been a lot better if Dr. C was more enthusiastic & accessible. Quite obvious he didn't care much about us, he would answer questions in class but wasn't helpful beyond that. Beginning of class was a wreck as he didn't provide any insight on grading or studying criteria. Tests and lectures are overly detailed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1198,12,4,3,POLI432,UNIVERSITY OF NORTH CAROLINA,DONALD,SEARING,"Course/material is very interesting, just be prepared to sit through nearly 3 hours of talking with a 15 minute break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1361,2,3,4,PLAN785,UNIVERSITY OF NORTH CAROLINA,DALE,WHITTINGTON,"Dale is very smart and eloquent. Unfortunately, to put it mildly, he is not a nice person. He has no qualms about putting you down in front of other students. And he has a very condescending tone. And he is an extremely poor advisor to his grad students. If you're thinking about working with him, proceed with caution. You've been warned. Good luck.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1026,8,3,4,PSYCH101,UNIVERSITY OF NORTH CAROLINA,DAVID,PENN,"David Penn is a great guy, but for psych 101 you're probably better off taking another prof for psych 101. I even feel bad saying that because he's genuinely DT earth and cares about his students, but the tests are very lecture based and there were writing assignments that are graded pretty harshly. If you do take this class, write down EVERYTHING.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,18,3,5,NSCI175,UNIVERSITY OF NORTH CAROLINA,MONICA,GAUDIER-DIAZ,"Dear God these readings will be the death of me. Literally dont do them, its a waste of time and wont leave u with enough time to actually STUDY for exams. Just take notes off the ppt. Monica is nice enough and she certainly knows her stuff. She also offers lots of office hours. The material is just dense",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,14,1,5,POLI288,UNIVERSITY OF NORTH CAROLINA,ANNA,BASSI,Def skip this class. Concepts are explained vaguely - students explained them better. No resources are provided to help study; you don't even get your midterm back besides the grade. Final was unreasonably hard and had topics not covered in class. Prof was unwilling to do anything even though most students failed the final which is 40% of grade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1155,9,5,3,POLI100H,UNIVERSITY OF NORTH CAROLINA,TIMOTHY,RYAN,"Def take POLI100 with Prof. Ryan! The only papers are two dope amendment assignment and both midterms + the final are take-home, open book, and open internet. He's a really kind and open-minded guy who won't hold it against you if you disagree with his POV as long as you give solid reasoning. Chill with deadlines and is always cool for extensions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,4,3,3,PHIL384,UNIVERSITY OF NORTH CAROLINA,ALEXANDRA,OPREA,"Definitely a respected professor and she really is passionate about it, which helps. She knows the material really well. However, the lectures are often pretty mundane and sometimes she runs the risk of over complicating things. Not a hard class, do the readings and youll be fine. Youll like this class if youre really into PPE.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
462,20,5,3,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"Did not find Dr. Fitzgerald to be rude or uncompromising, but she is blunt, outspoken, and passionate. If you keep up with textbook readings, then lectures may be repetitive/boring as they are summaries of chapters. Study guides provided for tests are tickets to an A. Very little homework, interesting content.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1292,13,2,2,POLI416,UNIVERSITY OF NORTH CAROLINA,ISAAC,UNAH,"Disorganized to the point that its inconsiderate of your time as a student. Almost two weeks have passed since the final and a grade has yet to be submitted, which could affect my GPA if it is not changed soon. Unreachable by email, unclear instruction during class time. Avoid.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,8,5,2,PSYC68,UNIVERSITY OF NORTH CAROLINA,KRISTEN,LINDQUIST,Do anything you can to have her as a teacher.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,7,2,4,PSYC220,UNIVERSITY OF NORTH CAROLINA,DANIEL,CHRISTOFFEL,"Do not recommend. Extremely boring lectures, difficult tests, and he clearly was just not prepared to teach this class. One time the highest exam score was an 89 and he did not curve at all. The group projects and pre-class quizzes did boost your grade, though.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,4,1,4,PSYC438,UNIVERSITY OF NORTH CAROLINA,JENNIFER,ARNOLD,"Do not take a class with her. Her grading standards are incredibly harsh and she gives very vague instructions for all assignments. She is very disorganized and has no idea how to use technology, she was not even able to post quizzes on Sakai without there being serious glitches. She is a researcher, not a teacher.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1087,15,1,3,SOCI417,UNIVERSITY OF NORTH CAROLINA,ALEXANDREA,RAVENELLE,"Do not take the class unless it's for a major. Professor Ravenelle is a nice lady, but not a considerate professor. There was many changes throughout the class which were not updated in the syllabus, like attendance! Lectures are very boring and a waste of time. No lectures are posted online for reference, so good luck on midterms/finals!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
94,13,1,5,PSYC432,UNIVERSITY OF NORTH CAROLINA,JENNIFER,ARNOLD,"Do not take this class, very boring and she grades very very tough. You will read about 60 pages every week and get a quiz on that before class starts every class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,2,1,5,517,UNIVERSITY OF NORTH CAROLINA,STACEY,DAUGHTERS,Do not take this class! She accused over half of the class of using ChatGTP with no proof. Caused students tons of stress throughout the semester. Never follows through on promises for grades to be released by a certain time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1322,3,2,4,POLI270,UNIVERSITY OF NORTH CAROLINA,MATTHEW,WEIDENFELD,"Do not take. The second half of the class is a simulation, which is cool, but it is extremely disorganized and your grade will pay the price. Also, most of the class suffered from his extremely vague and random choice of questions for the midterm. Grade does not reflect how much you know or how hard you worked, which is unfair.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
660,2,4,4,PSYC230H,UNIVERSITY OF NORTH CAROLINA,JOSEPH,HOPFINGER,"Don't get too discouraged by the reviewers! He's not bad, but you definitely do have to work for your grade. If he tells you to read something specific in the textbook, read it! Exams are very content/lecture heavy, readings heavy (but only what he specifies so it's not too bad), so give yourself some time ahead to prepare. He speaks fast too.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1210,11,2,5,POLI272,UNIVERSITY OF NORTH CAROLINA,JEFF,SPINNER-HALEV,"Don't take this class!!!! Yes, attendance quizzes aren't bad, but exams are poorly written and are confusing to take. You read a book by Walzer on top of 20+ other philosophers papers and try to connect them, and Spinner does not help at all. Overall, its around 40+ pages of reading per class so beware. Papers were graded insanely harshly too.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1284,5,1,4,POLI411,UNIVERSITY OF NORTH CAROLINA,ISAAC,UNAH,"Don't want to disrespect the professor but can't advise anyone to take this class Professor was often late to class, weeks behind the syllabus, never replied to emails, after the final a paper from October has not been graded now December no idea what grade I will get. Quizzes in class random, numerous spelling mistakes in the final. etc etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1273,14,2,4,ANTH319,UNIVERSITY OF NORTH CAROLINA,AMANDA,THOMPSON,"Dont bs this class. You may take it for an easy credit, but if you get a bad group for the project it can be a determining factor in final grading. Reading is not necessary. Just study all the slides and have a study group 2 days before the exam and you should be good. Also the TAs grade a lot harder than necessary, but it works out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
30,14,5,4,PSYCH245,UNIVERSITY OF NORTH CAROLINA,JONATHAN,ABRAMOWITZ,"Dr. Abramowitz is one of the most interesting professors I've ever had ~ really witty and funny. Learned a lot about abnormal psychology. We did fun activities in class. He wants you to do well (you have to study, though). No regrets taking this class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,16,3,2,PSYC58H,UNIVERSITY OF NORTH CAROLINA,JENNIFER,ARNOLD,Dr. Arnold's PSYC 58 seminar is quite easy. A nice teacher but could be a boringbad lecturer.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
170,18,2,1,POLI288,UNIVERSITY OF NORTH CAROLINA,ANNA,BASSI,"Dr. Bassi is incredibly knowledgable about the subject. Unfortunately, this is one of the most boring classes I have ever taken. It moves a snail slow pace. Luckily, it's also very easy. Anyone with any game theory knowledge can likely show up to all the classes and get an A/B without much effort. Also, she is almost always late.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
178,6,5,2,PSYC245,UNIVERSITY OF NORTH CAROLINA,DONALD,BAUCOM,"Dr. Baucom is awesome, intelligent, and cares about his students. I loved the class (abnormal psychology) and he was really accommodating through the pandemic. The final movie paper assignment was stressful but super interesting and he gave back great feedback! There are 3 exams and 1 paper (each worth 25% of the grade). Need to read the textbook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,5,1,POLSCI1300,OHIO STATE UNIVERSITY,RACHEL,BOWEN,"Dr. Bowen is a really great professor. Her class was really interesting, interactive, and you can tell she's really passionate about what she does. She's also extremely nice; I was 0.02% away from a solid A in her class and didn't realize you could ask for a bump until the end of the next semester. She bent over backwards and bumped me anyway.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
262,5,3,3,SOCI121,UNIVERSITY OF NORTH CAROLINA,YONG,CAI,"Dr. Cai is a very sweet man and very interested in his field. However I expected this class to be more policy based- it is a straight demography class (migration, mortality, fertility based). Unless you are specifically interested in the topic I would avoid as it was very hard for me to get interested. He is accessible and was not hard to pass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
322,5,1,5,PSYC-220,UNIVERSITY OF NORTH CAROLINA,DANIEL,CHRISTOFFEL,Dr. Christoffel was the worst professor I have had so far. It was clear he did not care about his students or teaching in general. He graded extremely harshly with little to no guidance or explanation. Take with someone else!!!,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,10,1,5,PSYC-220,UNIVERSITY OF NORTH CAROLINA,DANIEL,CHRISTOFFEL,"Dr. Christoffel's lectures were monotone and didn't really provide anything that you couldn't gain from the book. He tried to take attendance but his pollev's never worked, and while the quizzes were really easy the exams were very hard. We had to beg him to give us a rubric for papers, but at least he lets class out early. Take with someone else!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,17,4,1,POLI205,UNIVERSITY OF NORTH CAROLINA,CHRISTOPHER,CLARK,"Dr. Clark shows that a class doesnt need to be insanely hard for you to learn a lot from it. The tests are very consistent with the lectures/readings, and you get to spend a lot of time on discussions and current events. It can get a little dry/awkward if no one is participating, but hes very enthusiastic and knowledgeable about what he teaches.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
391,18,5,1,POLI150,UNIVERSITY OF NORTH CAROLINA,MARK,CRESCENZI,Dr. Crescenzi is awesome. i personally found the class really boring but that probably bc it was asynchronous! prof made this class a little better by giving really clear and helpful lectures and being super understanding. the online class is very well designed and adapted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
442,9,4,3,PSYC220,UNIVERSITY OF NORTH CAROLINA,SYLVIA,FITTING,"Dr. Fitting is a pretty good teacher though her English is a little off since she's from Germany. I learned a lot from this course and did great on the first exam but poorly on the last 2 b/c she said ""I made the tests more difficult so ppl would come to class."" You have to do 10 400 word papers for the semester which aren't bad at all.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0
440,7,4,3,PSYC220,UNIVERSITY OF NORTH CAROLINA,SYLVIA,FITTING,"Dr. Fitting's class is boring but exams are straight memorization and are solely on her PowerPoints (can drop 1 exam). She basically reads off the PowerPoint for the entire class every single day. Only hw is 6 short papers (drops 1) based off the PowerPoints. Definitely have to study for tests, but if you can memorize/ repeat well, you'll do fine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459,17,1,4,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"Dr. Fitzgerald has some interesting lectures set up, however the class itself is ruined by her attitude towards other students. I often felt discouraged from participating in lecture due to her remarks towards students who spoke.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,8,4,4,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"Dr. Fitzgerald is an okay professor. She is very knowledgeable but can be passive-aggressive during lectures. Her lectures are boring but interesting at the same time. Her exams are a bit tough but she gives you a study guide, USE IT The study guide is very helpful. READ THE CHAPTERS. The chapters are very important. If you don't read you will fail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,16,1,5,SOC122,UNIVERSITY OF NORTH CAROLINA,KATHLEEN,FITZGERALD,"Dr. Fitzgerald is incredibly rude and discouraging over email and in lectures. She is condescending toward students that choose to participate. She is incredibly inaccessible outside of class, and she and the TAs do not give good feedback on the few assignments that you turn in. Save yourself the trouble, and do not take this class.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,11,4,3,NSCI175,UNIVERSITY OF NORTH CAROLINA,MONICA,GAUDIER-DIAZ,"Dr. GD is fantastic! She doesn't place all the emphasis on exams, which is extremely helpful. There's a lot of reading, but I really only focused on her lectures for exams. The assignments she gives are sometimes time-consuming, but the grading is lenient.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,5,4,3,PSYC531,UNIVERSITY OF NORTH CAROLINA,OSCAR,GONZALEZ,"Dr. Gonzalez is really nice, but his lectures are quite boring. There are no tests, but there is a group project all semester. The assignments aren't too bad, but they are time consuming. For the final, there was a final paper and a group presentation, in which both he graded super easy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
553,13,4,3,PSYC242,UNIVERSITY OF NORTH CAROLINA,DESIREE,GRIFFIN,"Dr. Griffin was a really nice teacher, but the grading scale for our project that determined 32% of our grade was very unfair, with everyone starting at an 85 and either getting bumped up or bumped down. Her exams were also pretty hard, nothing really prepares you for them but the second one is easier cause you'll know whats coming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
594,16,2,3,SOCI422,UNIVERSITY OF NORTH CAROLINA,TAYLOR,HARGROVE,"Dr. Hargrove is nice but she could make the class a lot more interesting and engaging. Heavy readings which don't really matter, so just don't waste your time. Exams will come from lectures. Annoying final project. Overall not a stressful class but not an ""easy A""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
612,18,5,1,PSY210,UNIVERSITY OF NORTH CAROLINA,PATRICK,HARRISON,"Dr. Harrison is great, and any pre-health should take this class if they need statistics. He is caring and doesn't pull dumb stunts or make things too difficult. He is one of the few professors who cares for the mental well-being of his students. The main components of the course are assignments, quizzes, participation, and the midterm and final.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
674,16,5,2,PSYC230,UNIVERSITY OF NORTH CAROLINA,JOSEPH,HOPFINGER,"Dr. Hopfinger is a good lecturer, though at times he goes too fast for those who take notes by hand. All his powerpoints are online and he makes an effort to engage his students. We had five 2-page papers that were hell; few people got full points on them. A few voicethreads and discussion days for participation. B's are very common, A's are rare.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
734,16,5,4,POLI469,UNIVERSITY OF NORTH CAROLINA,ROBERT,JENKINS,"Dr. Jenkins's level of knowledge is crazy intimidating, but he manages to balance that out by being incredibly accessible and relatable to his students. More reading than I've ever had in my life and a couple of long papers, but he gives incredibly detailed feedback and is always available for help. You'll come out with super detailed knowledge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
801,15,3,3,PSYC180,UNIVERSITY OF NORTH CAROLINA,ROSA,LI,Dr. Li was understanding of pandemic stress; you can get an extension on anything. I found this class boring as I knew a lot from being a teen on social-still overcomplicated. Lectures go fast and can be confusing- if you have a q she'll often have you search through the hour long recordings or long readings. A nice person and not hard to get an A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
826,20,5,4,PSCY101,UNIVERSITY OF NORTH CAROLINA,JEANNIE,LOEB,Dr. Loeb is really entertaining and I would recommend taking 101 with her because she makes boring material seem interesting. The tests are pretty difficult but she gave us a 20-point bonus on the first one due to a syllabus error and is allowing notes on the final because she doesn't want people to stress out. Lots of ways to get bonus credit!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
