"row_id","row","college","comment","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","TOXICITY","SEVERE_TOXICITY","INSULT","total_toxicity","TOXICITY2","coded_toxic","new_row_id","coded_toxic2"
58,9,"OHIO STATE UNIVERSITY","LOVED his class. Learned so much! He made it interesting by actually ""talking"" to the class and not lecturing in a monotone class. He has a sense of humor about things,but if ur not a ""favorite"" don't expect to be called on. My favorite PS class ever.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02779579,0.0009250641,0.014504919,0.5,0.0287208541,1,11,0
66,17,"OHIO STATE UNIVERSITY","Do not even bother unless you are a democrat. Very Very liberal. Biggest name dropper in the world. Who the hell cares who Vern Riffe is, I sure don't. HAVE FUN!!!!",1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.4475325,0.023076924,0.37619758,4,0.470609424,1,12,1
98,1,"OHIO STATE UNIVERSITY","Prof. 's course is largely statistical and focuses on the kinda stuff most political science students probably already know (at least in a loose sense). As such, lectures are quite boring and most of the information can be gathered from skimming the slides he provides. He's terribly dry but very smart, so you can't really help but respect him.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06896287,0.0009012222,0.032909457,1,0.0698640922,1,13,0
104,7,"OHIO STATE UNIVERSITY","Mr.  is very knowledgeable and enthusiastic about political parties. He is a great teacher, but sometimes his lectures can be a bit dry, boring, and repetitive. The two exams he gives are 25 multiple choice questions each with a long essay response as well. He also has you do a research paper that makes up a big portion of your grade.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029092113,0.00084400177,0.017485369,1,0.02993611477,1,14,0
114,17,"OHIO STATE UNIVERSITY","Easy but boring.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11067997,0.0015068054,0.038566336,1,0.1121867754,1,15,0
123,6,"OHIO STATE UNIVERSITY","The tests in this class were ridiculous, they are made up of totally random questions from the book. I found the lecture parts of the test to be quite easy, but his lectures are boring and the research is outdated. There is no new info to be learned in this class if you have already taken counseling psych and abnormal psych.",2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37694603,0.009346008,0.36798462,2.5,0.386292038,1,16,1
124,7,"OHIO STATE UNIVERSITY","Dr.  was extremely spacey, disorganized and dull. His lectures sometimes have information that is incorrect and misleading. He relies HEAVILY on insignificant details from the book. If you read the book then that part of the test is fine, but the lecture section is ridiculous. The paper, however, was easy.",0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4398409,0.009002686,0.5015486,3,0.448843586,1,17,1
129,12,"OHIO STATE UNIVERSITY","The class is not hard if you life cold hard stats. Half of exam comes from the book (which you never go over and is indep study) and lectures that are based on date he has found on diff. subjects. He comes off anxious and is pretty scatter-brained, unprepared. His off the cuff style does not work. 3 exams and a an easy paper. Take only if needed.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04711028,0.0011825562,0.023028618,2,0.0482928362,1,18,1
130,13,"OHIO STATE UNIVERSITY","This professor constantly generalizes about disorders, uses outdated research, and is super terrible at writing exams. good luck, i would not recommend him, he needs to retire",1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.295883,0.004081726,0.26957804,2,0.299964726,1,19,1
137,20,"OHIO STATE UNIVERSITY","This man has no buisiness being a college proffesor.
  If a student asks a question which he doesn't know the answer to, he just guesses, often times wrongly.
  The subject matter is very easy to master, yet it is nearly impossible to get an A. This is because his tests include many random and irrelavent statistics from the text book.",2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10175867,0.0011491776,0.05203446,2.5,0.1029078476,1,20,1
139,2,"OHIO STATE UNIVERSITY","Very, very boring lectures. Stays on the same slide for an hour. Attendance does matter because you do writing assignments in each class. Very boring and drawn out talks but easy class. Tests aren't too bad as long as you study.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104795754,0.0013256073,0.04149419,2,0.1061213613,1,21,1
140,3,"OHIO STATE UNIVERSITY","Overall a pretty easy class if you do the readings and attend class to complete critical thinking written assignments (1-2 paragraphs). Lectures are extremely boring. I think this class could be really interesting if taught by a different professor. If you want to attend jailprison tours, don't schedule class after this one.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032156147,0.0008392334,0.014390918,1,0.0329953804,1,22,0
142,5,"OHIO STATE UNIVERSITY","Boring. Bad use of powerpoint.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28425202,0.0038528442,0.19734058,2,0.2881048642,1,23,1
144,7,"OHIO STATE UNIVERSITY","Extremely boring teacher, speaks mono-tone the whole time. Makes harder to understand than it should be.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3057765,0.0031280518,0.33154017,2,0.3089045518,1,24,1
145,8,"OHIO STATE UNIVERSITY","The previous two post say it well. He stands in front of the class and simply lectures from the book, he's more than boring, and he makes the class harder than it needs to be. He does provide his slides but not until a couple days before the test. He gives absolutely NO review and you're on your own for the tests. Very disappointed in this teacher.",1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0.18364124,0.0014400482,0.13607834,2.5,0.1850812882,1,25,1
147,10,"OHIO STATE UNIVERSITY","3 MC tests. Seemed to stretch for material on a few of the questions. Lectures were pretty boring. Had 1-3 opinion questions that you had to hand in at the end of each class. Just hand in something and you are good. These were worth a solid % of the grade and worth the effort.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024967449,0.0007247925,0.014086916,1,0.0256922415,1,26,0
149,2,"OHIO STATE UNIVERSITY"," is an extremely boring lecturer, however her exams are made up of exactly what is posted on the slides, so memorize these! You do not need to attend lecture to get a good grade in this class.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30854854,0.0066375732,0.26957804,1,0.3151861132,1,27,0
165,16,"OHIO STATE UNIVERSITY","Dr.  is funny & relatable, but I did not like his course, he's unprofessional and swears a lot, and although the tests are relatively easy, the format rubbed me the wrong way. Plus, when I took his class, I missed a thing or a religious holiday, and he wouldn't let me make it up. That assignment was the difference between an A- and B+ for me.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.11088664,0.0015354156,0.0573046,1,0.1124220556,1,28,0
172,3,"OHIO STATE UNIVERSITY","Terrible terrible terrible terrible professor!!!! I can't even explain how much I hated his class. I am very interested in this topic and he made me hate it. Sitting through his classes is the worst experience ever. He speaks incredibly slowly and in a monotone voice and does absolutely nothing for his students. Never goes over tests. AVOID!!!!!!!!",2,2,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5921536,0.0475607,0.47384647,5,0.6397143,1,29,1
174,5,"OHIO STATE UNIVERSITY","There was a lot of talk about neurotransmitters and whatnot, which I wasn't prepared for and his monotone voice made lectures kind of painful to sit through; however,if you study the powerpoints he posts on carmen, you will do well in the class. Also, if you do well on the first two exams, you are done for the quarter!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06817148,0.001335144,0.029163294,1,0.069506624,1,30,0
177,8,"OHIO STATE UNIVERSITY","Definitely a lot harder then it seems. A lot of memorizing technical drug names and history of drug use. Tricky test questions and a TON of material to learn. Does not give +/- only A,B,C,D. Test averages in my class were low 70%. It's also really hard to listen to his voice during class and he goes really quick through the slides. AVOID!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.045625936,0.0012874603,0.017936565,0.5,0.0469133963,1,31,0
182,13,"OHIO STATE UNIVERSITY","This class should be taught online. There is no reason to go to class. All he does is read directly from the slides. His exams are hard... but his curve in the end is nice. Lectures are VERY boring!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09308127,0.0013446808,0.03423163,1,0.0944259508,1,32,0
183,14,"OHIO STATE UNIVERSITY","Interesting material. DO NOT BUY BOOK!! You will never open it. His powerpoints come straight from book and test question come straight from powerpoints. Class becomes a bit boring after awhile. Best 2 out of 3 on your test grades. Failry hard class. I still recommend it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038048524,0.00084400177,0.017807651,0.5,0.03889252577,1,33,0
184,15,"OHIO STATE UNIVERSITY","He LITERALLY reads right from the powerpoint slides, so if it's in outline form, don't expect him to make clear sentences and explain further then what is stated on the slide. slides posted online, study from those. grade is based off 2 out of 3 tests. You drop your lowest test. easy if you study the slides that he tells you to for the tests.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.019603057,0.0007724762,0.010210892,0.5,0.0203755332,1,34,0
185,16,"OHIO STATE UNIVERSITY","Another class where the only grades are a 50% midterm and a 50% final. I hate that. I don't think there was any curve so if you moderately screw one up, well, you are kinda just screwed in general. He seems like a nice guy but after a week you will probably get bored of his lectures and just stop going. Just download/study from the powerpoints.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36095104,0.018126737,0.23237456,0.5,0.379077777,1,35,0
187,18,"OHIO STATE UNIVERSITY","So disappointed. He is so unclear and the tests are hard!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20242359,0.002374649,0.15414265,0.5,0.204798239,1,36,0
196,8,"OHIO STATE UNIVERSITY","Has no clue what she's doing. She spends more time correcting her mistakes and rushing through material than actually explaining the material. A straight Stats class would be more helpful.",1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.08320791,0.0010681152,0.03423163,2.5,0.0842760252,1,37,1
199,11,"OHIO STATE UNIVERSITY","Terrible. Her lectures and notes drag on forever. The TA was awful as his e-mails and exams were riddled with poor grammar and contradictions. This class was a complete waste of time.",1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32971194,0.0049972534,0.30326313,2.5,0.3347091934,1,38,1
214,6,"OHIO STATE UNIVERSITY","This class was bad, I had to drop it! The information is sooo boring and Dr.  was a very stiff teacher. I felt like he wasn't approachable at all. He told us to refer all questions to the TA! Tests are soo hard. Only good thing about the class was the optional surveys or paper for 50 points extra credit. Dont take unless life depends on it.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11223003,0.0014686584,0.055547886,1,0.1136986884,1,39,0
215,7,"OHIO STATE UNIVERSITY","Dr.  is a hard teacher. I would not recommend him. When he asks questions in class and students answer the question wrong he puts them down and makes them feel dumb. He does offer extra credit though, and the homeworks are not that hard. Watch out for the tests they can be killers.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34757367,0.0066375732,0.38852,0.5,0.3542112432,1,40,0
226,18,"OHIO STATE UNIVERSITY","He is kind of arrogant and extremely boring- class not recommended.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5885171,0.015867263,0.6370372,2,0.604384363,1,41,1
257,12,"OHIO STATE UNIVERSITY","Heavy weighted classes. Would not recommend anyone to take her classes. They're boring as is her teaching style and personality. I took two of her classes. She's only there for her research funding. Snobby too, with no reason to be.",2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29771072,0.004081726,0.26957804,3,0.301792446,1,42,1
258,13,"OHIO STATE UNIVERSITY","Had for Poly Sci 101 & 512. Unprofessional. Class time was half spent discussing readings that had nothing to do with the lecture which followed. Did not use Carmen. Found these classes unchallenging and came out with the same knowledge I had going in. Text books were not wisely chosen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.02543884,0.00054597855,0.014808921,0.5,0.02598481855,1,43,0
294,2,"OHIO STATE UNIVERSITY","Do not take 3780! They ""teach"" you with YouTube videos that are all four years out of date! Recitation is basically just graduate students trying to help you with all the problems you'll inevitably encounter, again, because they don't teach you! The videos weren't even made for this course, they're recycled from another! BEYOND LAZY!",1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38811707,0.00831604,0.40243408,2.5,0.39643311,1,44,1
305,13,"OHIO STATE UNIVERSITY","Lectures are actually really interesting and well put together, but he is pretty arrogant (though funny sometimes). Tests are VERY hard and totally unrealistic. TA said there were a lot of grad school questions on midterm. HAVE to do reading to know what the tests are talking about. I wouldn't take him again, just because tests are impossible.",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23812068,0.0021743774,0.21836096,2,0.2402950574,1,45,1
307,15,"OHIO STATE UNIVERSITY"," was pretty arrogant. His lectures could be fairly entertaining but he was constantly unclear as to what was required.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3625127,0.0075531006,0.36798462,1,0.3700658006,1,46,0
308,1,"OHIO STATE UNIVERSITY","she was horrible! during office hours she made her students feel stupid for asking questions. isn't that what office hours are for? she thinks she's better than everyone and gives you a bad grade if you can't read her mind. DO NOT take class with her. i always get A's in psych... it's my major.I got a C in her class!",1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.60254884,0.023076924,0.61794597,3,0.625625764,1,47,1
309,2,"OHIO STATE UNIVERSITY","One of the worst professors I have ever had. I do not doubt she is intelligent however her job is to teach... and at this I give her an F. She seems arrogant and god forbid you miss a class... she is not helpful. I found her rather rude.DO NOT TAKE THIS CLASS WITH HER.",0,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52007306,0.023076924,0.5145894,3.5,0.543149984,1,48,1
310,3,"OHIO STATE UNIVERSITY","Never know what is going to be on exams - there have been times I've tried to look up questions after the test and either couldn't find them at all in the lecture notes or text, or they came from chapters not even covered yet.. Also a rather rude/superior attitude..",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09915545,0.0014305115,0.037395194,2,0.1005859615,1,49,1
315,3,"OHIO STATE UNIVERSITY","Took this class as a GE and honestly, worst decision of my life. Professor is absolute, GARBAGE. She said all semester, I will give opportunities to participate in research for extra credit, AND SHE NEVER DID. She also clearly stated in the syllabus, and in emails too, that she would give ONE MINUTE PER QUESTION ON QUIZZES, which NEVER happened.",0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0.54325575,0.02296847,0.5678696,3,0.56622422,1,50,1
326,14,"OHIO STATE UNIVERSITY","She is one my my least favorite teachers I have probably had. Her attitude is always negative and is not helpful at all.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2854971,0.0027656555,0.25800487,2,0.2882627555,1,51,1
329,17,"OHIO STATE UNIVERSITY","Professor  is extremely intelligent and very knowledgable about her field. If you attend lecture and do the required readings this class is a cakewalk. It doesn't hurt that she's good looking.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.032156147,0.0009202957,0.017088935,0.5,0.0330764427,1,52,0
349,6,"OHIO STATE UNIVERSITY","This guy is in need of an honest review. No doubt, he is a great lecturer but he is never available. I'm pretty sure his office hours don't meet the university's minimum requirements. The class structure is inherently flawed as it is only out of 80 points. His mult. choice questions aren't hard, they're merely convoluted. Most over rated professor.",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.040183347,0.00074863434,0.022448512,1.5,0.04093198134,1,53,0
364,1,"OHIO STATE UNIVERSITY","Try to avoid this professor at all costs. Lectures everyday, at least 50 pages of reading per night from the textbook. VERY difficult grader. Be prepared to be yelled at A LOT. She gets very upset when students do not understand the subjects at the level she does. If you haven't already look her up! She doesn't care about her students whatsoever.",2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15932569,0.0023078918,0.07555214,2.5,0.1616335818,1,54,1
367,4,"OHIO STATE UNIVERSITY","As long as you do the readings from the textbook you will receive an 'A'. My only complaint is that she will go off on liberal tangents and went as far as to say, ""Why don't white people just shut up!"" as if to say white people didn't have grounds to talk about minority issues.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.39231625,0.015996376,0.26957804,1,0.408312626,1,55,0
374,11,"OHIO STATE UNIVERSITY","I took this class with  Harvey during my freshman year at Ohio State. Even now as a senior, it still stands out in my head as the worst experience I've had at OSU and is also by far the worst grade I have ever received in college. She's an unfair grader and a poor lecturer. Look at her Arizona State listing for more information.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.295883,0.004348755,0.3126888,1.5,0.300231755,1,56,0
380,17,"OHIO STATE UNIVERSITY","i loved this class,  worked so hard to pull it together. she put a lot of pressure on us, and sometimes it was really frustrating, like she needed a chill pill, but well worth it, and i totally respect her for it.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026499467,0.001206398,0.011312899,1,0.027705865,1,57,0
385,2,"OHIO STATE UNIVERSITY","If you can avoid professor , DO IT. A ridiculous amount of work for no reason. Extremely harsh grader. I was literally.5% away from an A and she refused to offer anything. Which isn't the end of the world, but overall her class just feels like a bunch of busy work and like she takes off points just cause she feels like it.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36095104,0.005378723,0.3682569,1,0.366329763,1,58,0
393,10,"OHIO STATE UNIVERSITY","I did not care for Professor  one bit. She didnt really seem to know what she was talking about. She was quite ditzy at times and laughed at the mistakes that she made often.She assigns too much reading for the amount of assignments she expects you to do.",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10696511,0.0014305115,0.047935467,2,0.1083956215,1,59,1
414,2,"OHIO STATE UNIVERSITY","Takes TopHat attendance (ends up being 15% of grade); uploads lectures online, but in a very confusing manner; exams are impossible as he asks for minute details briefly mentioned in slides.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014765122,0.0006341934,0.009640889,1,0.0153993154,1,60,0
417,5,"OHIO STATE UNIVERSITY","Professor 's lectures might be the cure to narcolepsy. He definitely knows his material but has no idea how to convey it. His notes are filled with acronyms that you will have no idea what they stand for when you go to prepare for his exams. He also uses terms that he does not go over and assumes you know what he's talking about.",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061444655,0.0011205673,0.027347196,1,0.0625652223,1,61,0
418,6,"OHIO STATE UNIVERSITY","Worst polisci class I have taken at OSU. Like every1 says on here, multiple choice exams in which 1 word makes the difference if you get the ? right. Lectures, textbook, and online notes, are not helpful. attendance is a part of your grade (you will be board). If it was not for the curve, many students would end up with D's and F's. AVOID HIM!!!!!!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20572066,0.004863739,0.086852804,0.5,0.210584399,1,62,0
420,8,"OHIO STATE UNIVERSITY","Worst class I have ever taken. Clearly knows his stuff,but can't communicate that with the average student. He's also a law school prof and teaches the class like we're all about to pass the bar tomorrow. To pass an exam is to have an angel on your side. Do yourself a favor and pick a different class, or drop while you still have time.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17025198,0.0026130676,0.06889887,1,0.1728650476,1,63,0
421,9,"OHIO STATE UNIVERSITY","As an aspiring law student, his tests are multiple choice and extremely unpractical. Exams are on Carmen, which tends to glitch and mess up your answers. It gives you no room to make your case like an actual law exam. He uses this STUPID attendance taking software called Tophat that you'll waste $20 on. Don't waste time. Find a better class.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4826145,0.011367798,0.5270482,0.5,0.493982298,1,64,0
422,10,"OHIO STATE UNIVERSITY","Terrible professor in a sense that he is VERY BORING. Exams are open booknotes, but WATCH OUT ! He'll put a lot of questions with: A,B,C,D, All of the above, none of the above, BC, AD? the answers will sometimes come down to a single word that makes the difference. Unless you plan on going to law school, there is no benefit in taking this course.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29771072,0.004425049,0.26395,1.5,0.302135769,1,65,0
425,13,"OHIO STATE UNIVERSITY","Useful class but so boring you'll want to die. Tests are HARD despite being open book. Prof's notes are posted online but are extremely disorganized. Final exam looked nothing like the midterm.",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2396185,0.0076675415,0.04442204,1,0.2472860415,1,66,0
429,17,"OHIO STATE UNIVERSITY","AVOID AT ALL COSTS. This guy is HORRIBLE. No interest in teaching whatsoever, exams are horrible...AVOID.",1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.49139655,0.018320406,0.53014356,3,0.509716956,1,67,1
432,20,"OHIO STATE UNIVERSITY","Extremely nice professor and very helpful...bring a pillow to class because his lectures are very boring. Seems very interested in the topics covered but he's the opposite when it comes to teaching...open book/note tests",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044388983,0.0008058548,0.022899706,0.5,0.0451948378,1,68,0
434,2,"OHIO STATE UNIVERSITY","Was late to the majority of classes and was not prepared most of the time. Was aggressive to students in lecture and email who had issues understanding concepts. His clothes were sometimes dirty and his butt hung out. He also had poor hygiene. He took a long time to grade and return emails. I learned nothing from the class",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37458646,0.016254602,0.15236975,1.5,0.390841062,1,69,0
439,7,"OHIO STATE UNIVERSITY","I didn't like this class, or him as a teacher. VERY UNPROFESSIONAL. Walks in late every day, wears wife beaters and jeans (eew!), takes weeks to hand back papers and exams, lectures straight from powerpoint, takes forever to answer emails... His comments on papers and exams are completely illegible, and thus useless. Take another writing class!",0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39021665,0.008354187,0.42881694,2,0.398570837,1,70,1
452,11,"OHIO STATE UNIVERSITY","She could have given me 1 extra point on an essay, but instead decided to stop me from graduating because of ONE POINT. I lost my job teaching at OSU, lost my admissions to graduate school, and was forced to take out an extra loan... over ONE point.",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020607091,0.000705719,0.010172892,1,0.02131281,1,71,0
454,13,"OHIO STATE UNIVERSITY","Dr.  is smart, presents the material in an interesting and straight forward manner and extremely helpful to her class. In addition, she is STUNNINGLY BEAUTIFUL, has a great sense of humor and is apparently a huge sports fan. Being in her class was quite possibly the best classroom experience of my college career. WOW, is all I can say.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009236055,0.00094890594,0.007322875,0.5,0.01018496094,1,72,0
