"row_id","row","quality_of_class","difficulty_of_class","class_code","college","prof_firstname","prof_lastname","comment","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","total_toxicity","TOXICITY","SEVERE_TOXICITY","INSULT","TOXICITY2","coded_toxic"
274,17,1,1,"SOCI121","UNIVERSITY OF NORTH CAROLINA","YONG","CAI","He's not a very good lecturer, which, combined with his very heavy accent, made it nearly impossible to follow along with the lectures. He told us EXACTLY what would be on the midterm, and the final wasn't bad. Easy to get an A if you're willing to put the work in, but don't take it because you think it may be interesting. He's nice & fair though.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.75,0.043646812,0.0008010864,0.0233509,0.0444478984,1
276,19,2,2,"SOCI252","UNIVERSITY OF NORTH CAROLINA","YONG","CAI","Professor Cai is really nice, but struggles with his English and explaining concepts. I got an A, but I felt confused 99% of the time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.027206551,0.0009536743,0.0140109155,0.0281602253,1
278,1,3,1,"SOCI101","UNIVERSITY OF NORTH CAROLINA","NEAL","CAREN","Extremely passive aggressive professor, but overall a very easy class. I took SOCI100 and it was rather interesting, but the way he lectured was terribly boring. On-time submission will typically lead to an 100% on the assignment, except the final and midterm were significantly more difficult. Staying on top of reading the textbook definitely helps",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11378009,0.0016593933,0.06494803,0.1154394833,1
279,2,1,5,"SOCI101","UNIVERSITY OF NORTH CAROLINA","NEAL","CAREN","Overall one of the worst professors I have experienced at UNC Chapel Hill. His lectures covered trivial topics that had no relevance whatsoever to the test material. Furthermore I can confidently say I left his class with a lower IQ than I entered thanks to his abstract ""Sociological"" Theories. 10/10 would recommend he gets let go!",0.5,0,0,0,1,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0.30319387,0.004749298,0.25404143,0.307943168,1
322,5,1,5,"PSYC-220","UNIVERSITY OF NORTH CAROLINA","DANIEL","CHRISTOFFEL","Dr. Christoffel was the worst professor I have had so far. It was clear he did not care about his students or teaching in general. He graded extremely harshly with little to no guidance or explanation. Take with someone else!!!",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.34757367,0.0061035156,0.3493834,0.3536771856,1
327,10,1,5,"PSYC-220","UNIVERSITY OF NORTH CAROLINA","DANIEL","CHRISTOFFEL","Dr. Christoffel's lectures were monotone and didn't really provide anything that you couldn't gain from the book. He tried to take attendance but his pollev's never worked, and while the quizzes were really easy the exams were very hard. We had to beg him to give us a rubric for papers, but at least he lets class out early. Take with someone else!",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08083374,0.001077652,0.036104713,0.081911392,1
328,11,1,3,"PSYC-220","UNIVERSITY OF NORTH CAROLINA","DANIEL","CHRISTOFFEL","He can come off as condescending/rude. He lectures monotone the whole time, and he doesn't even try to keep students engaged. He grades papers harshly and doesn't give feedback. The questions on exams can seem random but aren't too bad if you study. You can get a good grade if you put in the effort, but I'd take this class with anyone else.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0.18174082,0.0023269653,0.10294484,0.1840677853,1
349,1,1,2,"POLI217","UNIVERSITY OF NORTH CAROLINA","PAMELA","CONOVER","Complete waste of time. Easy diversity credit for poli sci, but get ready to learn nothing. Even though the class is listed as a feminist class, no one is passionate about the material. Any alternative viewpoints are shut down, and if you just regurgitate her viewpoints to her you will get a good grade. The class is all online as well.",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.14256015,0.0019836426,0.04442204,0.1445437926,1
396,3,2.5,4,"PSYC210","UNIVERSITY OF NORTH CAROLINA","PATRICK","CURRAN","terrible class, lectures unclear and all he makes sure hes clear about is voicing his liberal opinions",1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,2.25,0.23667802,0.0030326843,0.16802633,0.2397107043,1
401,1,1,5,"517","UNIVERSITY OF NORTH CAROLINA","STACEY","DAUGHTERS","Horrible and unfit professor. Her grading scale is 1-4. She doesn't grade when she says she will. She expects us to complete our tasks by the deadlines, but takes FOREVER to give our grades back. She would say one day and just not release grades by that day. At least send a class-wide email saying that you will be delayed in releasing grades.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.34757367,0.007171631,0.36021477,0.354745301,1
404,4,2,5,"517","UNIVERSITY OF NORTH CAROLINA","STACEY","DAUGHTERS","No tests, but be prepared for long weekly forum posts, readings, random in-class assignments, and worksheets - all with unclear instructions and graded on a 4 point scale. She is hard to get a hold of, a harsh grader, not receptive to questions, and is judgmental/moody in a way that reflects in her communication with students (passive aggressive!)",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06896287,0.0011491776,0.030816011,0.0701120476,1
423,1,2,4,"SOCI251","UNIVERSITY OF NORTH CAROLINA","BARBARA","ENTWISLE","Assignments were generally easy to complete and the material wasn't hard but the exams felt like you were set up to fail. There wasn't any one I spoke to who felt confident about the exams so no matter how much you study, its not going to work out. Also the group projects felt repetitive.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0201057,0.00081062317,0.010362893,0.02091632317,1
442,9,4,3,"PSYC220","UNIVERSITY OF NORTH CAROLINA","SYLVIA","FITTING","Dr. Fitting is a pretty good teacher though her English is a little off since she's from Germany. I learned a lot from this course and did great on the first exam but poorly on the last 2 b/c she said ""I made the tests more difficult so ppl would come to class."" You have to do 10 400 word papers for the semester which aren't bad at all.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.02449606,0.0012207031,0.012072904,0.0257167631,1
445,3,1,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Insanely condescending and would criticize students who chose to participate. She grades super harshly on her assignments and has a weird grading scale. She is clearly well-educated in her field and wants to spread a positive message but would say slurs during some of her lectures. Way too hard for a level 100 class.",0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,2,0.1693855,0.0023174286,0.082619295,0.1717029286,1
446,4,1,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Professor Fitzgerald ruined my second semester. Her lectures are insightful, but I hated everything else in her class. For a 100 level course, it is absolutely not worth it. DO NOT TAKE SOCI 122. Exams WILL be worth at least 70% of your final grade, and she does not curve. If you want your GPA ruined, I would highly recommend.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18269104,0.0035476685,0.06858205,0.1862387085,1
447,5,1,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","She is genuinely the rudest professor that I have had throughout my academic career. She is snarky, non-accommodating, and disrespectful to her students. She is a very hard grader on the written material, and it's not worth getting help from the TAs. The only good thing is that she is knowledgeable, but it seems that she likes to see students fail",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3969567,0.011749268,0.4196762,0.408705968,1
448,6,1,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Kathleen isn't that bad when it comes to the content of her course it's just her attitude as a teacher that is unnecessary and disrespectful. Don't even think about emailing her about anything related to the course. She would rather send a snarky comment through email than answer your question. Doesn't allow for discussion that differs from hers.",0,0,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.165053,0.0016307831,0.086852804,0.1666837831,1
449,7,4,3,"SOCI273","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Professor Fitzgerald is extremely knowledgeable, and I truly enjoyed taking her class. Students were required to complete a 30 hour learning placement, which is a hefty time commitment, but I thought this facet of the course was imperative to true application of the topic. Professor Fitzgerald was a bit foreboding at times, but also quite funny.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.021667719,0.00069618225,0.01302291,0.02236390125,1
450,8,4,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Dr. Fitzgerald is an okay professor. She is very knowledgeable but can be passive-aggressive during lectures. Her lectures are boring but interesting at the same time. Her exams are a bit tough but she gives you a study guide, USE IT The study guide is very helpful. READ THE CHAPTERS. The chapters are very important. If you don't read you will fail",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09112182,0.001821518,0.028171662,0.092943338,1
458,16,1,5,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Dr. Fitzgerald is incredibly rude and discouraging over email and in lectures. She is condescending toward students that choose to participate. She is incredibly inaccessible outside of class, and she and the TAs do not give good feedback on the few assignments that you turn in. Save yourself the trouble, and do not take this class.",0,0,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.32074678,0.0037384033,0.33896056,0.3244851833,1
459,17,1,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Dr. Fitzgerald has some interesting lectures set up, however the class itself is ruined by her attitude towards other students. I often felt discouraged from participating in lecture due to her remarks towards students who spoke.",0,0,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.051563308,0.00081539154,0.026315894,0.05237869954,1
461,19,1,4,"SOC122","UNIVERSITY OF NORTH CAROLINA","KATHLEEN","FITZGERALD","Lectures move slow, but are informative. Attendance is mandatory and the professor can be condescending at times.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.026970858,0.00068187714,0.014314918,0.02765273514,1
472,5,1,5,"NSCI439","UNIVERSITY OF NORTH CAROLINA","MONICA","GAUDIER-DIAZ","Her class was much more difficult than it needed to be - it took an interesting topic and turned it into a painful/stressful topic. Her grading criteria is never clear. Her quizzes/exams are very hard and lecture notes only help with about 50% of the questions. She is not too receptive to feedback and makes you feel small.",0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.045131154,0.0007247925,0.023995465,0.0458559465,1
477,10,2,3,"NSCI175","UNIVERSITY OF NORTH CAROLINA","MONICA","GAUDIER-DIAZ","spare your sanity and never take a summer class with her. prof was very disorganized, hard to get ahold of, and less than helpful. the work is not hard but the lecture videos don't cover pretty much anything on the exams. prof has been impossible to get in contact with when there is confusion--and there's a lot of it. would not recommend.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.06579731,0.000910759,0.031036375,0.066708069,1
485,18,3,5,"NSCI175","UNIVERSITY OF NORTH CAROLINA","MONICA","GAUDIER-DIAZ","Dear God these readings will be the death of me. Literally dont do them, its a waste of time and wont leave u with enough time to actually STUDY for exams. Just take notes off the ppt. Monica is nice enough and she certainly knows her stuff. She also offers lots of office hours. The material is just dense",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1991664,0.0059127808,0.03710241,0.2050791808,1
495,5,1,5,"PSYC504","UNIVERSITY OF NORTH CAROLINA","KAREN","GIL","She was probably the meanist teacher I've ever had. I had some one on one time with her and she was grunting loudly about how unhappy she was to help me. She made snarky comments to me. She was a tougher grader.",0,0,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.09308127,0.001783371,0.035443626,0.094864641,1
531,3,4,2,"NSCI225H","UNIVERSITY OF NORTH CAROLINA","PETER","GORDON","He's a good professor. Very monotonous during his lectures. Never paid attention in class and got an A. As long as you do the readings and the participation assignments, you'll be fine. He's funny but the online format made it harder to wanna pay attention.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.022610499,0.0006055832,0.013250912,0.0232160822,1
563,3,2,4,"SOCI277","UNIVERSITY OF NORTH CAROLINA","GUANG","GUO","He is very kind. The exams are take home and he curves but I can not express how difficult they are and they are very poorly worded. Hardest take home exam of all time!
 
  
 
  His accent is thick so its hard to understand his lectures 75% of the time but he is patient and respectful and professional. The material is interesting. DO NOT BUY THE BOOKS!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.75,0.12260055,0.0049209595,0.03070583,0.1275215095,1
565,5,1,3,"SOCI277","UNIVERSITY OF NORTH CAROLINA","GUANG","GUO","Most manipulative, disrespectful professor at this school. The class was fairly easy and exams were curved, however even if you attend class every single day and participate generously, the entire class will get a C for participation and no, he will not tell you why. And he will be belligerent and condescending when you ask! Seriously avoid him.",0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.37694603,0.0073623657,0.40243408,0.3843083957,1
574,14,1,3,"SOCI111","UNIVERSITY OF NORTH CAROLINA","GUANG","GUO","If you asked me what this class was about I couldn't tell you. The second half of this class was reading random articles (half of them were his own). The class was a joke, we all just did nothing because he couldn't teach us anything. And the tests are on random facts that he said during class that a lot of the times had nothing to do with class.",0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.10522962,0.001964569,0.03768798,0.107194189,1
586,8,2,3,"SOCI422","UNIVERSITY OF NORTH CAROLINA","TAYLOR","HARGROVE","Exams aren't hard if you go to class. Readings are outdated and dull. Lectures are boring and she calls on people if she doesn't get enough participation which is annoying. Little to no feedback on any of the assignments except for the midterm. For a class about mental health she didn't really seem to care about ours",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.22177623,0.0029563904,0.15982662,0.2247326204,1
592,14,1,3,"SOCI422","UNIVERSITY OF NORTH CAROLINA","TAYLOR","HARGROVE","made what should have been such an interesting class so awful and boring. did not care about students learning the material or valuing their additions to discussion. no feedback on any assignments throughout the semester besides ""met the requirements."" tough grader without much feedback or leeway",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23379272,0.0029182434,0.16195811,0.2367109634,1
593,15,1,4,"SOCI422","UNIVERSITY OF NORTH CAROLINA","TAYLOR","HARGROVE","I felt that Dr. Hargrove didn't really care about her students, whether or not they learned the material, or teaching the course. She was really unfriendly and lectured right off the slides despite assigning tons of reading. This class should have been really interesting, but she made it incredibly boring.",0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.18649188,0.0016403198,0.12883772,0.1881321998,1
620,5,3,4,"POLI435","UNIVERSITY OF NORTH CAROLINA","JONATHAN","HARTLYN","BEWARE: Don't take this online. Quizzes, assignments assigned mid-week due 5pm Friday (sometimes in groups), group work (powerpoint), news reports. Hard exams (so much material is covered), lots of readings. Prof gave little accommodation; I suspect essay ext. was because of huge demand. Wait out COVID-19; you'll learn more, hate this class less.",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.11316007,0.0022411346,0.039737478,0.1154012046,1
655,11,3,3,"POLI239","UNIVERSITY OF NORTH CAROLINA","LIESBET","HOOGHE","Dull lectures with a monotone voice. Does not know how to use a microphone. Tests are not that bad, but everything is graded by your T.A. If you have a tough T.A. you're screwed.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5779532,0.023599008,0.5393265,0.601552208,1
661,3,1,3,"PSYC230","UNIVERSITY OF NORTH CAROLINA","JOSEPH","HOPFINGER","Exams are a bit tough, professor is not lenient or funny.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.059727192,0.0010061264,0.027730936,0.0607333184,1
671,13,2,4,"PSYC89","UNIVERSITY OF NORTH CAROLINA","JOSEPH","HOPFINGER","I took his first year seminar class thinking it was going to be extremely interesting. Wrong. The FYS on Brain Plasticity was basically a book club. There are 2 required books that you have to purchase and read. You have to write a 3 big ideas and 1 thought ""paper"" on essentially every chapter in the books. There are also long scientific ""articles""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022374803,0.00086307526,0.011654901,0.02323787826,1
692,17,1.5,5,"POLI86","UNIVERSITY OF NORTH CAROLINA","EVELYNE","HUBER","I can't remember the exact number of this class since courses changed, but it was Latin American Politics. She is the worse teacher probably in the Poli Sci Dept. She's a complete communist... Everything wrong in Latin America is the CIA's fault according to her- no detail into economics of the turmoilous political climate. Hard and worthless!",0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5,0.44002727,0.013543231,0.48228607,0.453570501,1
694,19,2,4,"POLI56","UNIVERSITY OF NORTH CAROLINA","EVELYNE","HUBER","So incredibly boring, does little to engage the class, I fall asleep almost every time",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.17545098,0.004310608,0.046178754,0.179761588,1
712,17,5,1,"SOC172","UNIVERSITY OF NORTH CAROLINA","ROBERT","HUMMER","Hummer is very nice but can be boring at times as he is passionate and likes to ramble. Graded by 4 test but if u read his book and look over the slides/study guides he gives you then you will be fine.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.038048524,0.001039505,0.018967867,0.039088029,1
715,20,4,1,"SOCI172","UNIVERSITY OF NORTH CAROLINA","ROBERT","HUMMER","Graded on 3 midterms and the final, each 25% of the grade and 50 MC questions. Lectures reflected the reading and were only boring because he has a very monotonous voice. If you read his book as assigned (not hard) and go to lectures, you should do fine in this course. Definitely sparked my interest in SOCI, and now I'm minoring in health&society!",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.023317585,0.00069618225,0.013478912,0.02401376725,1
725,7,2,4,"POLI252","UNIVERSITY OF NORTH CAROLINA","ROBERT","JENKINS","Basically reads from the textbook the entire class. Takes attendance every day. Words questions for quizzes and tests poorly. Confusing with directions. Boring but nice (but he has to be right)",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.049089402,0.0011205673,0.025026767,0.0502099693,1
726,8,2,3,"POLI252","UNIVERSITY OF NORTH CAROLINA","ROBERT","JENKINS","Professor Jenkins is a really nice guy. It's not impossible to get a good grade, its just the most boring and draining class I have ever taken at UNC. He lectures at monotone for the entire period and reads off of a word document. The class is not about thinking critically about international organizations its about memorizing basic facts & dates.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08795626,0.0010681152,0.036104713,0.0890243752,1
729,11,3,4,"POLI260","UNIVERSITY OF NORTH CAROLINA","ROBERT","JENKINS","Overall a nice guy but very judgemental if you don't immediately understand the material. Does not give off nice vibes. Very uppity. He likes to assert his knowledge on a topic even when its not needed.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.103928015,0.0012969971,0.05086332,0.1052250121,1
797,11,3,2,"PSYC180","UNIVERSITY OF NORTH CAROLINA","ROSA","LI","Not many assignments. Pretty easy class, but she's oddly uptight about it. I also noticed she slipped up a few times content-wise, but never corrected herself. And the exams aren't difficult, but they're harder than you'd expect. That said, they're open book and open internet, so even if you don't know something, you can probably find it.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02543884,0.0009727478,0.013212911,0.0264115878,1
811,5,4,3,"101","UNIVERSITY OF NORTH CAROLINA","JEANNIE","LOEB","Dr. Loeb is very nice and generous with grades. Her funny anecdotes seem initially engaging, but eventually became corny and irrelevant. Exams weren't a great indicator of core content mastery, more regurgitation of niche class examples. Class is run by TAs, which can lead to confusion. Overall, a decent experience with a few hiccups along the way.",0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.031684756,0.0008392334,0.017163089,0.0325239894,1
844,5,5,2,"POLI434","UNIVERSITY OF NORTH CAROLINA","CECILIA","MARTINEZ-GALLARDO","The absolute cutest. I love this woman. She's so caring, kind, and involved. Really stresses mental health and learning to learn, very flexible. Totally recommend her Poli 238 (latin america) or Poli 434 (mexico)!",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.026028076,0.0016593933,0.011844902,0.0276874693,1
859,20,3,3,"POLI238","UNIVERSITY OF NORTH CAROLINA","CECILIA","MARTINEZ-GALLARDO","I cannot stress how there are only four grades in the entire class. You cannot do bad on one assignment if you want to do well in the class. The subject matter is very interesting but CMG seems very out-of-it in class. She gets off topic quickly and very often. Lectures were long and often boring. Don't take unless needed for your major.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.025674535,0.00072956085,0.013934915,0.02640409585,1
880,8,1,5,"POLI79","UNIVERSITY OF NORTH CAROLINA","KEVIN","MCGUIRE","Confusing. Last minute assignment changes, poor feedback, lack of clarity in class, assignment,mark and comments. RUDE.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0.26104406,0.002861023,0.24493282,0.263905083,1
893,1,2,4,"PLCY340H","UNIVERSITY OF NORTH CAROLINA","BENJAMIN","MEIER","I wanted to love this class. Unreasonable readings. PPTs (not posted) have more flair than substance. The random musical outbursts were endearing until they quickly weren't. He lectures in this dramatic, rehearsed voice and at times it seems like he's more interested in putting on a performance than making sure students understand the content.",0,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0.025203144,0.00081539154,0.013402912,0.02601853554,1
910,18,1,3,"PLCY340H","UNIVERSITY OF NORTH CAROLINA","BENJAMIN","MEIER","Meier might not directly lecture opinion but he makes it very clear which side he thinks is right and chooses to only present certain information on a topic. Theres nothing wrong with professors being liberal, but there is something wrong with being unable to disagree with them",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.75,0.035220183,0.00069618225,0.018258847,0.03591636525,1
